fiscal_date,quarter,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,ticker
2023-09-30,3.0,1424700000.0,238300000.0,1186400000.0,302500000.0,,243300000.0,0.18,0.18,1316100000.0,1326100000.0,445000000.0,243300000.0,100000.0,0.0,299200000.0,484200000.0,7100000.0,,,DSYA
2023-06-30,2.0,1449100000.0,238900000.0,1210200000.0,268100000.0,,221500000.0,,,,,458000000.0,221500000.0,500000.0,0.0,320400000.0,527800000.0,,42700000.0,,DSYA
2023-03-31,1.0,1434200000.0,237900000.0,1196300000.0,298500000.0,,255100000.0,0.19,0.19,1314300000.0,1314300000.0,441900000.0,255100000.0,400000.0,0.0,291100000.0,509000000.0,1600000.0,18200000.0,,DSYA
2022-12-31,4.0,1583800000.0,246900000.0,1336900000.0,403500000.0,,328500000.0,,,1313623872.0,,584500000.0,327300000.0,200000.0,0.0,281600000.0,555300000.0,,,,DSYA
2023-12-31,4.0,6731000000.0,,,,,861000000.0,,,,,,847000000.0,-14000000.0,4000000.0,,2815000000.0,,,,USB
2023-09-30,3.0,7000000000.0,,,,,1524000000.0,0.91,0.91,1548000000.0,1549000000.0,,1523000000.0,-1000000.0,9000000.0,,2791000000.0,,,,USB
2023-06-30,2.0,7141000000.0,,,,,1369000000.0,0.84,0.84,1533000000.0,1533000000.0,,1361000000.0,-8000000.0,7000000.0,,2768000000.0,,,,USB
2023-03-31,1.0,7141000000.0,,,,,1704000000.0,1.04,1.04,1532000000.0,1532000000.0,,1698000000.0,-6000000.0,106000000.0,,2768000000.0,,,,USB
2022-12-31,4.0,6336000000.0,,,,,930000000.0,0.57,0.57,1501000000.0,1501000000.0,,925000000.0,-5000000.0,4000000.0,,2546000000.0,,,,USB
2023-09-30,3.0,5999000000.0,3044000000.0,2955000000.0,410000000.0,,280000000.0,1.45,1.45,178620690.0,178620690.0,764000000.0,325000000.0,-21000000.0,0.0,,644000000.0,1926000000.0,31000000.0,115000000.0,ADS
2023-06-30,2.0,5343000000.0,2625000000.0,2718000000.0,175000000.0,,95000000.0,0.47,0.47,178723404.0,178723404.0,492000000.0,123000000.0,-11000000.0,0.0,,617000000.0,1965000000.0,19000000.0,71000000.0,ADS
2023-03-31,1.0,5274000000.0,2911000000.0,2363000000.0,60000000.0,,-30000000.0,-0.22,-0.22,177272727.0,177272727.0,354000000.0,32000000.0,-9000000.0,0.0,,601000000.0,1766000000.0,13000000.0,41000000.0,ADS
2022-12-31,4.0,5205000000.0,3170000000.0,2035000000.0,-664000000.0,,-513000000.0,,,178449253.0,,-554000000.0,-734000000.0,1000000.0,0.0,,8020000000.0,-5258000000.0,-9000000.0,-165000000.0,ADS
2023-09-30,3.0,1381800000.0,968500000.0,413300000.0,216100000.0,-66900000.0,56600000.0,0.39,0.39,144500000.0,144900000.0,272600000.0,56600000.0,,,,181800000.0,,,70100000.0,SEE
2023-06-30,2.0,1380800000.0,962800000.0,418000000.0,216900000.0,-7600000.0,99100000.0,0.69,0.68,144500000.0,144800000.0,277200000.0,99100000.0,,0.0,,185700000.0,,3100000.0,71800000.0,SEE
2023-03-31,1.0,1348800000.0,943700000.0,405100000.0,168300000.0,-12400000.0,61900000.0,0.43,0.43,144100000.0,144800000.0,221600000.0,61900000.0,,,,221600000.0,,,57800000.0,SEE
2022-12-31,4.0,1405900000.0,981900000.0,424000000.0,229200000.0,-5900000.0,94300000.0,0.65,0.65,144700000.0,146100000.0,280700000.0,94300000.0,,0.0,,185700000.0,,2300000.0,45300000.0,SEE
2023-12-31,1.0,3755000.0,1203000.0,2552000.0,-620000.0,3000.0,-622000.0,-0.06,-0.06,10417609.0,10417609.0,-232000.0,-622000.0,,,1093000.0,1694000.0,,,,BL43
2023-09-30,4.0,3798000.0,1206000.0,2592000.0,-634000.0,-7359000.0,-8063000.0,,,,,7116000.0,-8063000.0,,,1070000.0,1771000.0,,,,BL43
2023-06-30,3.0,3910000.0,1267000.0,2643000.0,-653000.0,-119000.0,-781000.0,-0.07,-0.07,10417609.0,10417609.0,-143000.0,-781000.0,,,936000.0,1976000.0,,,,BL43
2023-03-31,2.0,4094000.0,1262000.0,2832000.0,-617000.0,116000.0,-511000.0,-0.05,-0.05,10417609.0,10430710.0,-344000.0,-511000.0,,,926000.0,2142000.0,,,,BL43
2022-12-31,1.0,4083000.0,1279000.0,2804000.0,-362000.0,288000.0,-80000.0,-0.01,-0.01,10417609.0,10430822.0,-266000.0,-80000.0,,,747000.0,2041000.0,,,,BL43
2021-06-30,2.0,986000000.0,723000000.0,263000000.0,190000000.0,48000000.0,164000000.0,,,,,407000000.0,228000000.0,,,,22000000.0,32000000.0,15000000.0,49000000.0,0IIR
2022-09-30,3.0,47764000.0,15552000.0,32212000.0,4919000.0,-3334000.0,-4614000.0,-0.21,-0.21,52400000.0,52400000.0,16244000.0,-4614000.0,476000.0,,3150000.0,13537000.0,,,5664000.0,0JRJ
2022-06-30,2.0,25752000.0,9292000.0,16460000.0,-11466000.0,-4869000.0,-18369000.0,-0.47,-0.47,52089000.0,52089000.0,-9000.0,-18369000.0,353000.0,,2884000.0,14334000.0,,,5092000.0,0JRJ
2022-03-31,1.0,39889000.0,11923000.0,27966000.0,2305000.0,-691000.0,-3169000.0,-0.18,-0.18,51736000.0,51736000.0,14254000.0,-3169000.0,82000.0,,3051000.0,11892000.0,,,4947000.0,0JRJ
2021-12-31,4.0,55895000.0,16503000.0,39392000.0,12535000.0,-4727000.0,2202000.0,-0.08,-0.08,51666000.0,51666000.0,24151000.0,2202000.0,218000.0,,2808000.0,13156000.0,,,5203000.0,0JRJ
2021-09-30,3.0,49178000.0,15035000.0,34143000.0,7702000.0,-1217000.0,812000.0,-0.1,-0.1,51583000.0,51583000.0,18925000.0,812000.0,182000.0,,3329000.0,12282000.0,,,5465000.0,0JRJ
2023-09-30,3.0,14463000.0,8557000.0,5906000.0,5257000.0,-240000.0,4685000.0,0.49,0.46,9647000.0,10130000.0,5332000.0,4685000.0,,,,575000.0,,,0.0,CHO1
2023-06-30,2.0,8967000.0,7681000.0,1286000.0,643000.0,-21000.0,475000.0,0.05,0.05,9632000.0,10052000.0,761000.0,475000.0,,,,572000.0,,,0.0,CHO1
2023-03-31,1.0,10275000.0,8323000.0,1952000.0,1321000.0,-411000.0,754000.0,0.08,0.07,9583000.0,10069000.0,1388000.0,754000.0,,,,564000.0,,,0.0,CHO1
2022-12-31,4.0,9302000.0,7259000.0,2043000.0,1595000.0,-117000.0,1306000.0,,,9478000.0,,1652000.0,1311000.0,,,,391000.0,,,0.0,CHO1
2023-12-31,4.0,72510000.0,25707000.0,46803000.0,3040000.0,-733000.0,2589000.0,0.05,0.05,50422000.0,50971000.0,19874000.0,2589000.0,,,,26929000.0,,,,SH9
2023-09-30,3.0,71842000.0,27751000.0,44091000.0,3019000.0,-706000.0,1593000.0,0.03,0.03,50379000.0,50836000.0,21221000.0,1593000.0,,,,24402000.0,,,,SH9
2023-06-30,2.0,71341000.0,26076000.0,45265000.0,3205000.0,-659000.0,1790000.0,0.04,0.04,50366000.0,50693000.0,20410000.0,1790000.0,,,,25691000.0,,,,SH9
2023-03-31,1.0,71686000.0,26567000.0,45119000.0,2728000.0,1117000.0,2066000.0,0.04,0.04,50291000.0,50512000.0,18510000.0,2066000.0,,,,26609000.0,,,,SH9
2022-12-31,4.0,70012000.0,26974000.0,43038000.0,-2093000.0,42000.0,-1823000.0,-0.04,-0.04,50194000.0,50194000.0,20375000.0,-1823000.0,,,,23240000.0,,,,SH9
2023-12-31,4.0,2902000000.0,2479300000.0,422700000.0,146300000.0,,112900000.0,0.28,0.28,397706000.0,397706000.0,305600000.0,134400000.0,,0.0,,,185800000.0,4200000.0,29900000.0,KEK
2023-09-30,3.0,2949100000.0,2531700000.0,417400000.0,201900000.0,,148800000.0,0.37,0.37,397684000.0,397684000.0,348200000.0,186800000.0,,0.0,,,141600000.0,4300000.0,26100000.0,KEK
2023-06-30,2.0,3104700000.0,2661800000.0,442900000.0,201800000.0,,150100000.0,0.38,0.38,397641000.0,397641000.0,343200000.0,187600000.0,,0.0,,,161600000.0,5700000.0,23800000.0,KEK
2023-03-31,1.0,2828000000.0,2434100000.0,393900000.0,126400000.0,,83800000.0,0.21,0.21,397513000.0,397513000.0,255100000.0,104700000.0,,0.0,,,162800000.0,4300000.0,21500000.0,KEK
2022-12-31,4.0,2983400000.0,2536900000.0,446500000.0,180000000.0,,141600000.0,0.36,0.36,397383000.0,397383000.0,321500000.0,177200000.0,,0.0,,,185200000.0,3900000.0,18000000.0,KEK
2023-12-31,4.0,749200000.0,143000000.0,606200000.0,76800000.0,,53800000.0,,,,,243000000.0,53700000.0,-900000.0,0.0,,,23300000.0,6700000.0,7700000.0,FSE
2023-09-30,3.0,509400000.0,198000000.0,311400000.0,32800000.0,,38100000.0,0.18,0.18,209444444.0,209444444.0,106700000.0,38200000.0,-400000.0,0.0,,,174900000.0,6100000.0,2100000.0,FSE
2023-06-30,2.0,558400000.0,172500000.0,385900000.0,92000000.0,,72800000.0,0.35,0.35,209428571.0,209428571.0,173100000.0,72700000.0,500000.0,0.0,,,196100000.0,4200000.0,2400000.0,FSE
2023-03-31,1.0,479700000.0,167100000.0,312600000.0,30100000.0,,28200000.0,0.13,0.13,210623000.0,210623000.0,110600000.0,28200000.0,-100000.0,0.0,,,163900000.0,4100000.0,1900000.0,FSE
2022-12-31,4.0,767400000.0,127100000.0,640300000.0,104800000.0,,25900000.0,,,210487540.0,,245300000.0,25900000.0,-300000.0,0.0,,,56900000.0,-300000.0,10200000.0,FSE
2023-06-30,4.0,2139000.0,,,-18739000.0,-277000.0,-21919000.0,,,,,-16981000.0,-21919000.0,,,6693000.0,14413000.0,-228000.0,,3774000.0,MEOBF
2023-03-31,3.0,1939000.0,,,-14463000.0,801000.0,-18600000.0,-2.398815,-2.398815,776859941.0,776859941.0,-13473000.0,-18600000.0,,,7066000.0,12653000.0,-3317000.0,,4984000.0,MEOBF
2022-12-31,2.0,1980000.0,,,-19983000.0,1460000.0,-24486000.0,-0.031479,-0.031479,776859941.0,776859941.0,-20028000.0,-24486000.0,,,7683000.0,14280000.0,-251000.0,154000.0,4904000.0,MEOBF
2023-11-30,1.0,1154802.0,163418.0,991384.0,229305.0,8685.0,249516.0,0.02,0.02,10010534.0,10286534.0,301718.0,249516.0,,,308547.0,372434.0,,11526.0,,DSY
2023-08-31,4.0,1046598.0,125322.0,921276.0,-45046.0,4618.0,-28944.0,,,,,79178.0,-28944.0,,,513723.0,323757.0,,10460.0,,DSY
2023-05-31,3.0,1068007.0,133753.0,934254.0,97459.0,,107052.0,0.01,0.01,10705200.0,10705200.0,134641.0,107052.0,,,247392.0,552221.0,,9593.0,,DSY
2023-02-28,2.0,899042.0,126594.0,772448.0,-10053.0,,-1276.0,-0.000126,-0.000126,10122261.0,10122261.0,25899.0,-1276.0,,,312904.0,433645.0,,8777.0,,DSY
2023-09-30,3.0,116862619.0,79582765.0,37279854.0,5199004.0,,7516497.0,,,,,12045968.0,,,0.0,16955050.0,23967308.0,399371.0,-8590869.0,54148.0,301360
2023-06-30,2.0,138525669.0,100290203.0,38235466.0,7982439.0,,9213718.0,,,,,13633940.0,,,0.0,15035077.0,9988060.0,430468.0,3490439.0,,301360
2023-03-31,1.0,29290555.0,16862605.0,12427950.0,-10629499.0,,-6491544.0,-0.16,-0.16,40572152.0,40572152.0,-12150390.0,,,0.0,11731774.0,12133336.0,159221.0,-219051.0,,301360
2023-12-31,2.0,10864809.0,7575685.0,3289124.0,-4674465.0,-116228.0,-6494046.0,-0.15,-0.15,43091438.0,43091438.0,-3539109.0,-6494046.0,25194.0,,994648.0,5892922.0,,,1784009.0,210
2023-09-30,1.0,16432466.0,11421152.0,5011314.0,-2930799.0,-301674.0,-5956917.0,-0.14,-0.14,43009221.0,43009221.0,-1824217.0,-5956917.0,7288.0,120045.0,1086512.0,5786579.0,,,1861341.0,210
2023-06-30,4.0,23055317.0,20201509.0,2853808.0,-4369905.0,-278550.0,-7172417.0,-0.17,-0.17,42968218.0,43121498.0,-3249097.0,-7172417.0,-41924.0,,1010881.0,5141567.0,0.0,,1557871.0,210
2023-03-31,3.0,17662307.0,13231836.0,4430471.0,-2431380.0,36312886.0,32113573.0,0.75,0.74,42790693.0,43166148.0,-2965580.0,32113573.0,5792.0,,1208038.0,5990651.0,-1444044.0,,1861373.0,210
2022-12-31,2.0,12937802.0,10188511.0,2749291.0,-6250298.0,1651863.0,-5990593.0,-0.14,-0.14,42651270.0,42651270.0,-4996940.0,-5990593.0,4588.0,,1503473.0,6242212.0,,,1670439.0,210
2023-12-31,3.0,4735600000.0,2510200000.0,2225400000.0,1077500000.0,,904000000.0,8.06,8.06,112158809.0,112158809.0,1316200000.0,,0.0,0.0,,,587400000.0,,14900000.0,ELECON
2023-09-30,2.0,4849000000.0,2633100000.0,2215900000.0,1054600000.0,,885700000.0,7.89,7.89,112256020.0,112256020.0,1330800000.0,,0.0,0.0,,,591500000.0,,26300000.0,ELECON
2023-03-31,4.0,4073111000.0,2512198000.0,1560913000.0,831439000.0,,679451000.0,,,112171667.0,,968178000.0,,0.0,0.0,,,-262899000.0,,-8799000.0,ELECON
2022-12-31,3.0,3888200000.0,2016500000.0,1871700000.0,764300000.0,,627500000.0,5.59,5.59,112254025.0,112254025.0,928600000.0,,0.0,0.0,,,585800000.0,,18400000.0,ELECON
2023-12-31,4.0,2098000000.0,236000000.0,1862000000.0,1780000000.0,1000000.0,739000000.0,1.49,1.48,107021836.0,107811190.0,1820000000.0,739000000.0,-579000000.0,,,57000000.0,,,965000000.0,IBKR
2023-09-30,3.0,2028000000.0,225000000.0,1803000000.0,1723000000.0,27000000.0,772000000.0,1.57,1.56,106233557.0,107011427.0,1792000000.0,772000000.0,-605000000.0,,,55000000.0,,,910000000.0,IBKR
2023-06-30,2.0,1914000000.0,229000000.0,1685000000.0,1565000000.0,-62000000.0,601000000.0,1.21,1.2,103587557.0,104463729.0,1582000000.0,601000000.0,-476000000.0,,,95000000.0,,,851000000.0,IBKR
2023-03-31,1.0,1747000000.0,223000000.0,1524000000.0,1467000000.0,4000000.0,700000000.0,1.44,1.42,205917320.0,208085142.0,1497000000.0,700000000.0,-552000000.0,,,45000000.0,-12000000.0,,710000000.0,IBKR
2022-12-31,4.0,1485000000.0,209000000.0,1276000000.0,1231000000.0,4000000.0,633000000.0,1.32,1.31,102875250.0,103656668.0,1146000000.0,633000000.0,-497000000.0,,,56000000.0,,,546000000.0,IBKR
2023-12-31,3.0,5165488000.0,1570973000.0,3594515000.0,786808000.0,,563774000.0,,,,,820663000.0,,-47408000.0,0.0,,,,8572000.0,1111000.0,6788
2023-09-30,2.0,5656379000.0,1680188000.0,3976191000.0,1131664000.0,,814651000.0,,,,,1177387000.0,,-46088000.0,0.0,,,,7558000.0,861000.0,6788
2023-06-30,1.0,4796396000.0,1401822000.0,3394574000.0,554528000.0,,413417000.0,55.49,55.49,7665113.0,7665113.0,595910000.0,,11933000.0,0.0,,,,6033000.0,779000.0,6788
2023-03-31,4.0,4540307000.0,1404528000.0,3135779000.0,645109000.0,,477096000.0,,,7665121.0,,649624000.0,,-20600000.0,0.0,,,,4019000.0,184000.0,6788
2022-12-31,3.0,4330337000.0,1327686000.0,3002651000.0,512584000.0,,371750000.0,,,7665151.0,,547904000.0,,-29700000.0,0.0,,,,6187000.0,147000.0,6788
2023-09-30,3.0,0.0,,,-48153000.0,,-37750000.0,-0.6,-0.6,62856721.0,62856721.0,-43543000.0,-37750000.0,,,31731000.0,16422000.0,,4413000.0,7916000.0,3O8
2023-06-30,2.0,0.0,,,-40899000.0,,-37294000.0,-0.59,-0.59,62837125.0,62837125.0,-36030000.0,-37294000.0,,,29639000.0,11260000.0,,4537000.0,7932000.0,3O8
2023-03-31,1.0,0.0,,,-35713000.0,,-33701000.0,-0.54,-0.54,62828765.0,62828765.0,-31564000.0,-33701000.0,,,24610000.0,11103000.0,,3963000.0,7933000.0,3O8
2022-12-31,4.0,0.0,,,-40138000.0,,128733000.0,2.05,2.05,62762932.0,62762932.0,-37982000.0,128733000.0,,,26549000.0,13589000.0,,1993000.0,7903000.0,3O8
2023-12-31,3.0,30705201000.0,,,,,7327176000.0,4.55,4.55,1610368352.0,1610368352.0,,,,,,,4423987000.0,,,BANDHANBNK
2023-09-30,2.0,29836181000.0,,,,,7211658000.0,4.47,4.47,1613346309.0,1613346309.0,,,,,,,5379262000.0,,,BANDHANBNK
2023-06-30,1.0,28757367000.0,,,,,7210536000.0,4.48,4.48,1609494643.0,1609494643.0,,,,,,,4337524000.0,,,BANDHANBNK
2023-03-31,4.0,30947305000.0,,,,,8082918000.0,,,1612759969.0,,,,,,,,-594227000.0,,,BANDHANBNK
2022-12-31,3.0,31137356000.0,,,,,2905695000.0,1.81,1.81,1605356354.0,1605356354.0,,,,,,,4469773000.0,,,BANDHANBNK
2023-09-30,3.0,0.0,,,-2068000.0,2572000.0,513000.0,0.06,0.06,8114155.0,8200069.0,-2059000.0,513000.0,13000.0,,907000.0,1161000.0,,9000.0,0.0,49Y0
2023-06-30,2.0,0.0,,,-3923000.0,-150000.0,-4016000.0,-1.3,-1.3,3103261.0,3103261.0,-3866000.0,-4016000.0,9000.0,,3027000.0,896000.0,,57000.0,0.0,49Y0
2023-03-31,1.0,0.0,,,-6429000.0,-878000.0,-7602000.0,-3.425,-3.425,2225932.0,2225932.0,-6392000.0,-7602000.0,66000.0,,5445000.0,984000.0,,37000.0,332000.0,49Y0
2022-12-31,4.0,0.0,,,-3912000.0,,524000.0,,,4773841.0,,1688000.0,524000.0,,,545000.0,3367000.0,,16000.0,,49Y0
2023-09-30,3.0,534103292.0,384750452.0,149352839.0,105496855.0,,66917779.0,,,,,90472195.0,,1390249.0,0.0,6847348.0,72680164.0,3959374.0,-12329964.0,5474985.0,300664
2023-06-30,2.0,529949359.0,357008830.0,172940529.0,128140384.0,,178341873.0,,,783252129.0,,253772884.0,,-1621756.0,0.0,6235274.0,-2696991.0,4433249.0,6973451.0,26077850.0,300664
2023-03-31,1.0,353377539.0,220548425.0,132829114.0,84112300.0,,67724837.0,0.0867,0.0867,768989782.0,768989782.0,85784121.0,,-1053423.0,0.0,5677251.0,40027209.0,4583765.0,-1555822.0,18393841.0,300664
2022-12-31,4.0,325191329.0,178754309.0,146437019.0,82735909.0,,-77271059.0,,,702391517.0,,100546059.0,,21560912.0,0.0,10786914.0,-35607236.0,5420766.0,25990570.0,38372402.0,300664
2023-12-31,4.0,3671000000.0,2691000000.0,980000000.0,-75000000.0,-89000000.0,-70000000.0,,,,,12000000.0,-70000000.0,,,468000000.0,587000000.0,,41000000.0,20000000.0,1SPOT
2023-09-30,3.0,3357000000.0,2472000000.0,885000000.0,32000000.0,14000000.0,65000000.0,0.33,0.33,194881723.0,198012369.0,104000000.0,65000000.0,,,369000000.0,484000000.0,,34000000.0,9000000.0,1SPOT
2023-06-30,2.0,3177000000.0,2411000000.0,766000000.0,-247000000.0,-14000000.0,-302000000.0,-1.55,-1.55,194420128.0,194420128.0,-173000000.0,-302000000.0,,,453000000.0,560000000.0,,30000000.0,10000000.0,1SPOT
2023-03-31,1.0,3042000000.0,2276000000.0,766000000.0,-156000000.0,-63000000.0,-225000000.0,-1.16,-1.16,193562462.0,193562462.0,-89000000.0,-225000000.0,,,435000000.0,487000000.0,,26000000.0,10000000.0,1SPOT
2022-12-31,4.0,3166000000.0,2365000000.0,801000000.0,-231000000.0,63000000.0,-270000000.0,,,,,-277000000.0,-270000000.0,,,415000000.0,617000000.0,,22000000.0,27000000.0,1SPOT
2021-06-30,2.0,65000.0,,,-13671000.0,-589000.0,-14295000.0,-0.37,-0.37,38677187.0,38677187.0,-13433000.0,-14296000.0,,,11912000.0,3123000.0,-1338000.0,9000.0,22000.0,6IV
2023-09-30,3.0,437212000.0,356329000.0,80884000.0,58121000.0,,52641000.0,,,,,62880000.0,61620000.0,-10000.0,0.0,,,9257000.0,1253000.0,10232000.0,AROS.PR.REF.B
2023-06-30,2.0,66560000.0,42165000.0,24395000.0,-12839000.0,,-3852000.0,,,,,5964000.0,5525000.0,-27000.0,0.0,,,15613000.0,435000.0,9813000.0,AROS.PR.REF.B
2023-03-31,1.0,496242000.0,455534000.0,40707000.0,13854000.0,,66948000.0,,,,,74213000.0,71336000.0,20000.0,0.0,,7213000.0,2660000.0,2875000.0,7263000.0,AROS.PR.REF.B
2022-12-31,4.0,15217000.0,,,-28591000.0,,-37430000.0,,,,,-39193000.0,-39634000.0,6000.0,0.0,,,-3413000.0,24000.0,-2226000.0,AROS.PR.REF.B
2023-12-31,3.0,9824830000.0,8815229000.0,1009601000.0,292450000.0,,189808000.0,,,,,300970000.0,,,0.0,,,,39000.0,12700000.0,3374
2023-09-30,2.0,9578638000.0,8698689000.0,879950000.0,149630000.0,,93759000.0,,,,,151635000.0,,,0.0,,,,60000.0,13457000.0,3374
2023-06-30,1.0,10899517000.0,9811455000.0,1088061000.0,371887000.0,,230698000.0,66.05,66.05,3492000.0,3492000.0,383175000.0,,,0.0,,,,44000.0,13677000.0,3374
2023-03-31,4.0,11486349000.0,10167969000.0,1318379000.0,593346000.0,,501465000.0,,,3490000.0,,599782000.0,,,0.0,,,,57000.0,11140000.0,3374
2022-12-31,3.0,10551525000.0,9476298000.0,1075228000.0,376872000.0,,218701000.0,,,3494000.0,,381745000.0,,,0.0,,,,39000.0,8975000.0,3374
2023-09-30,3.0,26812000.0,4151000.0,22661000.0,2422000.0,,1816000.0,0.104003,0.104003,17460974.0,17460974.0,3787000.0,2629000.0,,0.0,,,3002000.0,278000.0,71000.0,IVU
2023-06-30,2.0,26533000.0,5122000.0,21411000.0,1074000.0,,652000.0,0.03734,0.03734,17460974.0,17460974.0,2188000.0,1025000.0,,0.0,,,2779000.0,208000.0,78000.0,IVU
2023-03-31,1.0,23383000.0,3517000.0,19866000.0,-415000.0,,-234000.0,-0.01,-0.01,17552000.0,17552000.0,869000.0,-339000.0,,0.0,,,3090000.0,155000.0,79000.0,IVU
2022-12-31,4.0,40302000.0,61319000.0,-21017000.0,10105000.0,,6993000.0,,,17457000.0,,11086000.0,10241000.0,,0.0,,,-2877000.0,91000.0,-59000.0,IVU
2023-09-30,3.0,530903000.0,463320000.0,67583000.0,38979000.0,,35410000.0,0.98,0.98,36132653.0,36132653.0,56029000.0,50943000.0,,0.0,,,28604000.0,202000.0,3593000.0,5548
2022-12-31,4.0,527194000.0,481990000.0,45204000.0,16332000.0,,14972000.0,,,,,28770000.0,18117000.0,,0.0,,,28872000.0,917000.0,3223000.0,5548
2023-09-30,3.0,34265000.0,10067000.0,24198000.0,1744000.0,1153000.0,-4391000.0,-0.13,-0.13,34255197.0,34255197.0,4722000.0,-4391000.0,,,1421000.0,21033000.0,,,5749000.0,HROW
2023-06-30,2.0,33470000.0,10000000.0,23470000.0,2352000.0,-892000.0,-4229000.0,-0.14,-0.14,30207143.0,30207143.0,5595000.0,-4229000.0,,,1161000.0,19957000.0,,,5704000.0,HROW
2023-03-31,1.0,26103000.0,8271000.0,17832000.0,1210000.0,-3394000.0,-6643000.0,-0.22,-0.22,30289730.0,30289730.0,3915000.0,-6643000.0,,,734000.0,15888000.0,,,4747000.0,HROW
2022-12-31,4.0,20329000.0,6165000.0,14164000.0,-1778000.0,4691000.0,1055000.0,0.04,0.04,26375000.0,26375000.0,5853000.0,1055000.0,,,703000.0,15239000.0,,,,HROW
2022-09-30,3.0,151900000.0,68500000.0,83400000.0,25100000.0,-600000.0,14600000.0,0.13,0.12,110200000.0,128900000.0,40000000.0,14600000.0,,,23600000.0,32500000.0,,1700000.0,1300000.0,MDRX
2023-09-30,3.0,35963892000.0,,3493657000.0,,,1528014000.0,,,,,,,,0.0,,,,,,4BY
2022-12-31,4.0,36030267000.0,,2226193000.0,,,620846000.0,,,,,,,,0.0,,,,,,4BY
2023-09-30,3.0,0.0,,,-110635.0,256975.0,662376.0,,,,,-348235.0,662376.0,,,,,110635.0,516036.0,,MSSAW
2023-06-30,2.0,0.0,,,-223977.0,241602.0,466429.0,,,,,-447257.0,466429.0,,,,,223977.0,448804.0,,MSSAW
2023-03-31,1.0,0.0,,,-263418.0,222866.0,595502.0,,,,,-447423.0,595502.0,,,,,263418.0,636054.0,,MSSAW
2022-12-31,4.0,0.0,,,-116543.0,,876111.0,,,,,-76860.0,876111.0,,,,,,614988.0,,MSSAW
2023-09-30,3.0,7944000.0,,,1997000.0,107000.0,2104000.0,0.32,0.32,5912786.0,5912786.0,2115000.0,2104000.0,,197000.0,627000.0,5320000.0,,,0.0,VCC
2023-06-30,2.0,53000.0,,,-2364000.0,82000.0,-2284000.0,-0.39,-0.39,5906475.0,5906475.0,-2272000.0,-2284000.0,,,609000.0,1808000.0,,,2000.0,VCC
2023-03-31,1.0,9000.0,,,-4341000.0,68000.0,-4276000.0,-1.14,-1.14,3756613.0,3756613.0,-4263000.0,-4276000.0,,,1936000.0,2414000.0,,,3000.0,VCC
2022-12-31,4.0,2050000.0,,,-4593000.0,69000.0,-4527000.0,-1.5,-1.5,3013184.0,3013184.0,-4515000.0,-4527000.0,,,2605000.0,4038000.0,,,3000.0,VCC
2023-09-30,1.0,0.0,,,-142000.0,26929.0,-115071.0,-0.001636,-0.001636,70323065.0,70323065.0,-142000.0,-115070.0,,,,91866.0,50134.0,,,X8D
2023-06-30,4.0,0.0,,,-240102.0,-2095710.0,-2335812.0,,,,,-240102.0,-2335812.0,,,,91659.0,148443.0,,,X8D
2023-03-31,3.0,0.0,,,-209616.0,29167.0,-180449.0,-0.002566,-0.002566,70323065.0,70323065.0,-209616.0,-180449.0,,,,129875.0,79741.0,,,X8D
2022-12-31,2.0,0.0,,,-271045.0,24722.0,-246323.0,-0.004026,-0.004026,61181845.0,61181845.0,-271045.0,-246323.0,,,,209093.0,61952.0,,,X8D
2023-09-30,3.0,31123.0,,,-2150973.0,39625.0,-2133880.0,,,,,-1291610.0,-1998265.0,,,,1322734.0,,,22532.0,VSSYW
2023-06-30,2.0,76016.0,,,-3015767.0,-90314.0,-3133594.0,,,,,-2032032.0,-3133594.0,,,,2108048.0,,,27513.0,VSSYW
2023-03-31,1.0,214203.0,,,-1746601.0,-19463.0,-1799460.0,,,,,-715990.0,-1799460.0,,,,930194.0,,,33395.0,VSSYW
2022-12-31,4.0,295103.0,,,-4823044.0,-10967180.0,-15827217.0,,,,,-3067726.0,-15827217.0,,,,2164320.0,,,36327.0,VSSYW
2023-09-30,3.0,153614000.0,113548000.0,40066000.0,14425000.0,-645000.0,10340000.0,0.74,0.74,14025000.0,14050000.0,14730000.0,10340000.0,,,,25591000.0,,,592000.0,HBB
2023-06-30,2.0,137109000.0,109693000.0,27416000.0,726000.0,271000.0,110000.0,0.01,0.01,14081000.0,14110000.0,2121000.0,110000.0,,,,26640000.0,,,773000.0,HBB
2023-03-31,1.0,128252000.0,107342000.0,20910000.0,-5059000.0,-16000.0,-4777000.0,-0.34,-0.34,14073000.0,14073000.0,-4071000.0,-4777000.0,,,,25919000.0,,,1269000.0,HBB
2022-12-31,4.0,196248000.0,162186000.0,34062000.0,11253000.0,-130000.0,7098000.0,0.51,0.51,13882000.0,13904000.0,12454000.0,7098000.0,,,,22759000.0,,,1700000.0,HBB
2023-09-30,3.0,246008000.0,178912000.0,67096000.0,43738000.0,2602000.0,-7867000.0,-0.04,-0.04,202472000.0,202472000.0,112869000.0,-6666000.0,-131000.0,,,12613000.0,10745000.0,5342000.0,6364000.0,EGO
