fiscal_date,quarter,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,ticker
2023-12-31,4.0,15792000000.0,,,,,1933000000.0,,,,,,1933000000.0,,14000000.0,,3359000000.0,,,,AXP
2023-09-30,3.0,15342000000.0,,,,,2451000000.0,3.3,3.3,732000000.0,733000000.0,,2451000000.0,,19000000.0,,3283000000.0,,,,AXP
2023-06-30,2.0,15043000000.0,,,,,2174000000.0,2.89,2.89,740000000.0,741000000.0,,2174000000.0,,17000000.0,,3283000000.0,,,,AXP
2023-03-31,1.0,14186000000.0,,,,,1816000000.0,2.41,2.4,743000000.0,744000000.0,,1816000000.0,,14000000.0,,3355000000.0,,,,AXP
2022-12-31,4.0,13942000000.0,,,,,1572000000.0,2.08,2.07,745000000.0,746000000.0,,1572000000.0,,12000000.0,,3308000000.0,,,,AXP
2023-12-31,4.0,2437000000.0,516000000.0,1921000000.0,270000000.0,-3000000.0,295000000.0,1.44,1.43,205000000.0,207000000.0,507000000.0,295000000.0,,,562000000.0,1089000000.0,,86000000.0,6000000.0,NOW
2023-09-30,3.0,2288000000.0,496000000.0,1792000000.0,231000000.0,-8000000.0,242000000.0,1.18,1.17,204000000.0,206000000.0,451000000.0,242000000.0,,,549000000.0,1012000000.0,,82000000.0,6000000.0,NOW
2023-06-30,2.0,2150000000.0,471000000.0,1679000000.0,117000000.0,-11000000.0,1044000000.0,5.12,5.08,204000000.0,205000000.0,316000000.0,1044000000.0,,,521000000.0,1041000000.0,,74000000.0,6000000.0,NOW
2023-03-31,1.0,2096000000.0,438000000.0,1658000000.0,144000000.0,-10000000.0,150000000.0,0.74,0.73,203000000.0,204000000.0,320000000.0,150000000.0,,,492000000.0,1022000000.0,,60000000.0,6000000.0,NOW
2022-12-31,4.0,1940000000.0,415000000.0,1525000000.0,155000000.0,-4000000.0,150000000.0,0.74,0.74,203000000.0,203000000.0,308000000.0,150000000.0,,,454000000.0,916000000.0,,39000000.0,7000000.0,NOW
2023-12-31,4.0,4077000000.0,1646000000.0,2431000000.0,1533000000.0,113000000.0,1371000000.0,1.509912,1.49,908000000.0,915000000.0,1983000000.0,1371000000.0,,7000000.0,460000000.0,438000000.0,,,98000000.0,TXN
2023-09-30,3.0,4532000000.0,1717000000.0,2815000000.0,1892000000.0,128000000.0,1709000000.0,1.87,1.85,908000000.0,916000000.0,2340000000.0,1709000000.0,,9000000.0,471000000.0,452000000.0,,,98000000.0,TXN
2023-06-30,2.0,4531000000.0,1621000000.0,2910000000.0,1972000000.0,119000000.0,1722000000.0,1.89,1.87,908000000.0,916000000.0,2391000000.0,1722000000.0,,8000000.0,477000000.0,461000000.0,,,89000000.0,TXN
2023-03-31,1.0,4379000000.0,1516000000.0,2863000000.0,1934000000.0,80000000.0,1708000000.0,1.87,1.85,907000000.0,916000000.0,2295000000.0,1708000000.0,,,455000000.0,474000000.0,,,68000000.0,TXN
2022-12-31,4.0,4670000000.0,1583000000.0,3087000000.0,2224000000.0,3000000.0,1962000000.0,2.165563,2.13,906000000.0,916000000.0,2538000000.0,1962000000.0,,10000000.0,434000000.0,429000000.0,,,60000000.0,TXN
2023-12-31,4.0,1105800000.0,,,,,109123000.0,0.2,0.2,758151673.0,758278385.0,,109123000.0,42677000.0,,,289760000.0,29083000.0,,,BX
2023-09-30,3.0,2135690000.0,,,,,920742000.0,0.73,0.73,757958602.0,758046096.0,,920742000.0,-368748000.0,,,318120000.0,,,,BX
2023-06-30,2.0,2463517000.0,,,,,1203707000.0,0.79,0.79,758479943.0,758548248.0,,1203707000.0,-602433000.0,,,306619000.0,-7095000.0,,,BX
2023-03-31,1.0,1301642000.0,,,,,210681000.0,0.12,0.11,746064922.0,746643929.0,,210681000.0,-124869000.0,,,321793000.0,5208000.0,,,BX
2022-12-31,4.0,1518521000.0,,,,,743341000.0,0.75,0.75,742742919.0,742929727.0,,743341000.0,-185487000.0,,,310871000.0,-21535000.0,,,BX
2023-11-30,2.0,13388000000.0,7417000000.0,5971000000.0,1825000000.0,75000000.0,1578000000.0,1.04,1.03,1520800000.0,1532100000.0,2009000000.0,1578000000.0,,,,1114000000.0,3032000000.0,,,NKE
2023-08-31,1.0,12939000000.0,7219000000.0,5720000000.0,1604000000.0,10000000.0,1450000000.0,0.95,0.94,1528400000.0,1543300000.0,1790000000.0,1450000000.0,,,,1069000000.0,3047000000.0,,,NKE
2023-05-31,4.0,12825000000.0,7230000000.0,5595000000.0,1221000000.0,-3000000.0,1031000000.0,0.67,0.66,1536500000.0,1556300000.0,1457000000.0,1031000000.0,,,,1092000000.0,3282000000.0,,,NKE
2023-02-28,3.0,12390000000.0,7019000000.0,5371000000.0,1412000000.0,58000000.0,1240000000.0,0.8,0.79,1543800000.0,1564800000.0,1556000000.0,1240000000.0,,,,923000000.0,3036000000.0,,,NKE
2023-12-31,4.0,6159000000.0,3391000000.0,2768000000.0,2407000000.0,56000000.0,1652000000.0,,,,,3025000000.0,1652000000.0,,,,,361000000.0,,331000000.0,UNP
2023-09-30,3.0,5941000000.0,3386000000.0,2555000000.0,2177000000.0,106000000.0,1528000000.0,2.51,2.51,608700000.0,609800000.0,2773000000.0,1528000000.0,,,,,378000000.0,,334000000.0,UNP
2023-06-30,2.0,5963000000.0,3408000000.0,2555000000.0,2204000000.0,93000000.0,1569000000.0,2.58,2.57,608700000.0,609500000.0,2805000000.0,1569000000.0,,,,,351000000.0,,339000000.0,UNP
2023-03-31,1.0,6056000000.0,3405000000.0,2651000000.0,2294000000.0,184000000.0,1630000000.0,2.67,2.67,610600000.0,611500000.0,2874000000.0,1630000000.0,,,,,357000000.0,,336000000.0,UNP
2022-12-31,4.0,6180000000.0,3467000000.0,2713000000.0,2412000000.0,92000000.0,1638000000.0,2.67,2.67,612700000.0,613700000.0,3001000000.0,1638000000.0,,,,,301000000.0,,333000000.0,UNP
2023-12-31,4.0,,,,,,,2.11,2.09,2399526066.0,2399526066.0,,,,,,,,,,TTE
2023-09-30,3.0,54413000000.0,36731000000.0,17682000000.0,9875000000.0,361000000.0,6690000000.0,2.74,2.73,2436496350.0,2436496350.0,14441000000.0,6690000000.0,-14000000.0,,,,7807000000.0,459000000.0,726000000.0,TTE
2023-06-30,2.0,51534000000.0,36970000000.0,14564000000.0,6596000000.0,17000000.0,4152000000.0,1.65,1.64,2477575758.0,2477575758.0,10558000000.0,4152000000.0,-64000000.0,,,,7968000000.0,510000000.0,724000000.0,TTE
2023-03-31,1.0,58233000000.0,41413000000.0,16820000000.0,8943000000.0,1001000000.0,5631000000.0,2.23,2.21,2491928251.0,2491928251.0,13599000000.0,5631000000.0,-74000000.0,,,,7877000000.0,393000000.0,710000000.0,TTE
2022-12-31,4.0,63953000000.0,44060000000.0,19893000000.0,12289000000.0,-2525000000.0,3441000000.0,1.27,1.26,2570078740.0,2570078740.0,12986000000.0,3441000000.0,-177000000.0,,,,7604000000.0,357000000.0,719000000.0,TTE
2023-12-31,4.0,8196000000.0,3112000000.0,5084000000.0,1271000000.0,402000000.0,767000000.0,,,,,3053000000.0,767000000.0,,,1534000000.0,2274000000.0,5000000.0,,821000000.0,AMGN
2023-09-30,3.0,6903000000.0,1806000000.0,5097000000.0,2021000000.0,685000000.0,1730000000.0,3.23,3.22,535000000.0,538000000.0,3601000000.0,1730000000.0,,,1079000000.0,1353000000.0,644000000.0,,759000000.0,AMGN
2023-06-30,2.0,6986000000.0,1813000000.0,5173000000.0,2684000000.0,-318000000.0,1379000000.0,2.58,2.57,535000000.0,537000000.0,3262000000.0,1379000000.0,,,1113000000.0,1294000000.0,82000000.0,,752000000.0,AMGN
2023-03-31,1.0,6105000000.0,1720000000.0,4385000000.0,1921000000.0,2064000000.0,2841000000.0,5.32,5.28,534000000.0,538000000.0,4885000000.0,2841000000.0,,,1058000000.0,1258000000.0,148000000.0,,543000000.0,AMGN
2022-12-31,4.0,6839000000.0,1747000000.0,5092000000.0,2230000000.0,-67000000.0,1616000000.0,3.02,3.0,535000000.0,539000000.0,3074000000.0,1616000000.0,,,1324000000.0,1572000000.0,-34000000.0,,415000000.0,AMGN
2023-12-31,4.0,14249000000.0,7563000000.0,6686000000.0,-1971000000.0,-2077000000.0,-3360000000.0,-0.6,-0.6,5647000000.0,5647000000.0,1487000000.0,-3335000000.0,-9000000.0,,2815000000.0,4575000000.0,,609000000.0,688000000.0,PFE
2023-09-30,3.0,13232000000.0,9269000000.0,3963000000.0,-3208000000.0,30000000.0,-2376000000.0,-0.42,-0.42,5646000000.0,5646000000.0,-422000000.0,-2388000000.0,-6000000.0,,2711000000.0,3281000000.0,,523000000.0,695000000.0,PFE
2023-06-30,2.0,12734000000.0,3237000000.0,9497000000.0,2168000000.0,292000000.0,2338000000.0,0.41,0.41,5646000000.0,5713000000.0,4599000000.0,2340000000.0,-11000000.0,,2648000000.0,3497000000.0,,316000000.0,508000000.0,PFE
2023-03-31,1.0,18282000000.0,4886000000.0,13396000000.0,6370000000.0,43000000.0,5556000000.0,0.98,0.97,5634000000.0,5727000000.0,8780000000.0,5555000000.0,-13000000.0,,2505000000.0,3418000000.0,,177000000.0,318000000.0,PFE
2022-12-31,4.0,24290000000.0,9648000000.0,14642000000.0,5251000000.0,156000000.0,5003000000.0,0.89,0.87,5615000000.0,5743000000.0,7950000000.0,5001000000.0,-8000000.0,,3615000000.0,4645000000.0,,137000000.0,313000000.0,PFE
2023-12-31,4.0,13613000000.0,,,,,222000000.0,,,,,,,-250000000.0,125000000.0,,,-23785000000.0,,,HSBC
2023-09-30,3.0,15765000000.0,,,,,6266000000.0,1.45,1.45,3880800000.0,3880800000.0,,,-213000000.0,434000000.0,,,7918000000.0,,,HSBC
2023-06-30,2.0,20030000000.0,,,,,7045000000.0,,,3932400000.0,,,,-282000000.0,124000000.0,,,-7659000000.0,,,HSBC
2023-03-31,1.0,16530000000.0,,,,,11026000000.0,2.6,2.6,3944800000.0,3944800000.0,,,-281000000.0,418000000.0,,,7588000000.0,,,HSBC
2022-12-31,4.0,21091000000.0,,,,,4894000000.0,,,3947600000.0,,,,-150000000.0,124000000.0,,,-25466000000.0,,,HSBC
2023-12-31,4.0,12031000000.0,,,,,1541000000.0,0.86,0.85,1606000000.0,1627000000.0,,1541000000.0,-24000000.0,,,5822000000.0,,,,MS
2023-09-30,3.0,12418000000.0,,,,,2435000000.0,1.39,1.38,1624000000.0,1643000000.0,,2435000000.0,-27000000.0,,,6126000000.0,,,,MS
2023-06-30,2.0,12582000000.0,,,,,2221000000.0,1.25,1.24,1635000000.0,1651000000.0,,2221000000.0,-39000000.0,,,6190000000.0,,,,MS
2023-03-31,1.0,13636000000.0,,,,,3033000000.0,1.72,1.7,1645000000.0,1663000000.0,,3033000000.0,-53000000.0,,,6657000000.0,,,,MS
2022-12-31,4.0,11898000000.0,,,,,2266000000.0,1.28,1.26,1652000000.0,1679000000.0,,2266000000.0,-30000000.0,,,5869000000.0,,,,MS
2023-10-31,3.0,20471000000.0,13580000000.0,6891000000.0,2696000000.0,,1773000000.0,3.07,3.06,576000000.0,577000000.0,3209000000.0,1773000000.0,,4000000.0,,3761000000.0,,27000000.0,372000000.0,LOW
2023-07-31,2.0,24956000000.0,16557000000.0,8399000000.0,3886000000.0,,2673000000.0,4.56,4.56,584000000.0,585000000.0,4397000000.0,2673000000.0,,7000000.0,,4086000000.0,,35000000.0,376000000.0,LOW
2023-04-30,1.0,22347000000.0,14820000000.0,7527000000.0,3288000000.0,,2260000000.0,3.78,3.77,596000000.0,597000000.0,3769000000.0,2260000000.0,,6000000.0,,3824000000.0,,16000000.0,365000000.0,LOW
2023-01-31,4.0,22445000000.0,15188000000.0,7257000000.0,1704000000.0,,958000000.0,1.58,1.58,603000000.0,605000000.0,2192000000.0,958000000.0,,4000000.0,,5132000000.0,,16000000.0,337000000.0,LOW
2023-12-31,4.0,1928300000.0,650900000.0,1277400000.0,450200000.0,,610700000.0,1.72,1.69,352100000.0,358200000.0,573400000.0,610700000.0,-4500000.0,,260100000.0,567100000.0,,,,ISRG
2023-09-30,3.0,1743700000.0,576500000.0,1167200000.0,465800000.0,,419800000.0,1.18,1.16,351700000.0,358200000.0,574400000.0,419800000.0,-4100000.0,,249400000.0,452000000.0,,,,ISRG
2023-06-30,2.0,1755900000.0,584000000.0,1171900000.0,463200000.0,,426000000.0,1.2,1.18,350900000.0,357300000.0,560500000.0,426000000.0,-5200000.0,,244400000.0,464300000.0,,36000000.0,,ISRG
2023-03-31,1.0,1696200000.0,583200000.0,1113000000.0,387600000.0,,360800000.0,1.01,1.0,350200000.0,356000000.0,480300000.0,360800000.0,-5500000.0,,244900000.0,480500000.0,,,,ISRG
2022-12-31,4.0,1655000000.0,544100000.0,1110900000.0,372500000.0,,336700000.0,0.93,0.91,351100000.0,357000000.0,478700000.0,336700000.0,-11800000.0,,244100000.0,494300000.0,,22200000.0,,ISRG
2023-12-31,4.0,9047000000.0,3462000000.0,5585000000.0,3545000000.0,,2313000000.0,,,,,3345000000.0,2313000000.0,-117000000.0,5000000.0,,2040000000.0,,,738000000.0,PM
2023-09-30,3.0,9141000000.0,3165000000.0,5976000000.0,3362000000.0,,2171000000.0,1.32,1.32,1552000000.0,1554000000.0,3791000000.0,2171000000.0,-117000000.0,6000000.0,,2614000000.0,,,261000000.0,PM
2023-06-30,2.0,8967000000.0,3228000000.0,5739000000.0,2560000000.0,,1682000000.0,1.01,1.01,1552000000.0,1553000000.0,3541000000.0,1682000000.0,-114000000.0,5000000.0,,3179000000.0,,,297000000.0,PM
2023-03-31,1.0,8019000000.0,3038000000.0,4981000000.0,2709000000.0,,2102000000.0,1.28,1.28,1552000000.0,1553000000.0,3008000000.0,2102000000.0,-107000000.0,6000000.0,,2272000000.0,,,230000000.0,PM
2022-12-31,4.0,8152000000.0,3211000000.0,4941000000.0,2916000000.0,,2494000000.0,1.54,1.54,1550000000.0,1552000000.0,3387000000.0,2494000000.0,-97000000.0,6000000.0,,2025000000.0,,,350000000.0,PM
2023-12-31,3.0,717731400000.0,,,,,177180000000.0,68.22,67.95,2529737614.0,2539789551.0,,,-4601300000.0,,,346118800000.0,,,,HDB
2023-06-30,1.0,350665300000.0,,,,,124032500000.0,66.45,66.09,1861607223.0,1871747617.0,,,-328700000.0,,,59511600000.0,,,,HDB
2024-01-31,1.0,13473000000.0,,,,,3582000000.0,2.5,2.5,1406324000.0,1407641000.0,,3582000000.0,-2000000.0,,,5163000000.0,,,,RY
2023-10-31,4.0,13249000000.0,,,,,4131000000.0,,,,,,4131000000.0,-2000000.0,,,4793000000.0,,,,RY
2023-07-31,3.0,14434000000.0,,,,,3872000000.0,2.74,2.73,1393515000.0,1394939000.0,,3872000000.0,-2000000.0,,,6173000000.0,,,,RY
2023-04-30,2.0,13508000000.0,,,,,3649000000.0,2.58,2.58,1388388000.0,1390149000.0,,3649000000.0,-1000000.0,,,5606000000.0,,,,RY
2023-01-31,1.0,13328000000.0,,,,,3133000000.0,2.23,2.23,1382754000.0,1384536000.0,,3133000000.0,-2000000.0,,,4850000000.0,,,,RY
2023-12-31,4.0,3152000000.0,1032000000.0,2120000000.0,888000000.0,-18000000.0,644000000.0,,,,,1163000000.0,644000000.0,-65000000.0,,,942000000.0,,,76000000.0,SPGI
2023-09-30,3.0,3084000000.0,995000000.0,2089000000.0,1066000000.0,13000000.0,814000000.0,2.34,2.33,317500000.0,318000000.0,1362000000.0,814000000.0,-72000000.0,,,741000000.0,,,84000000.0,SPGI
2023-06-30,2.0,3101000000.0,1026000000.0,2075000000.0,1019000000.0,-97000000.0,575000000.0,1.6,1.6,319300000.0,319800000.0,1321000000.0,575000000.0,-64000000.0,,,771000000.0,,,88000000.0,SPGI
2023-03-31,1.0,3160000000.0,1088000000.0,2072000000.0,1080000000.0,53000000.0,860000000.0,2.47,2.47,321300000.0,322100000.0,1387000000.0,860000000.0,-65000000.0,,,705000000.0,,,85000000.0,SPGI
2022-12-31,4.0,2937000000.0,1012000000.0,1925000000.0,709000000.0,-2000000.0,494000000.0,1.34,1.33,323900000.0,325200000.0,983000000.0,494000000.0,-61000000.0,,,941000000.0,,,86000000.0,SPGI
2023-12-31,4.0,14729000000.0,9934000000.0,4795000000.0,4088000000.0,62000000.0,3007000000.0,,,,,6703000000.0,3007000000.0,,,,172000000.0,85000000.0,,298000000.0,COP
2023-09-30,3.0,14250000000.0,9633000000.0,4617000000.0,3820000000.0,542000000.0,2798000000.0,2.33,2.32,1196641000.0,1199746000.0,6566000000.0,2798000000.0,,,,169000000.0,92000000.0,,262000000.0,COP
2023-06-30,2.0,12351000000.0,8512000000.0,3839000000.0,3039000000.0,570000000.0,2232000000.0,1.84,1.84,1207443000.0,1210342000.0,5606000000.0,2232000000.0,,8000000.0,,205000000.0,83000000.0,,247000000.0,COP
2023-03-31,1.0,14811000000.0,9859000000.0,4952000000.0,4079000000.0,739000000.0,2920000000.0,2.38,2.38,1220228000.0,1223355000.0,6624000000.0,2920000000.0,,,,159000000.0,138000000.0,,256000000.0,COP
2022-12-31,4.0,18558000000.0,12619000000.0,5939000000.0,4797000000.0,489000000.0,3249000000.0,2.61,2.61,1239277000.0,1243037000.0,7212000000.0,3249000000.0,,,,192000000.0,263000000.0,,246000000.0,COP
2023-12-31,4.0,5815000000.0,2112000000.0,3703000000.0,1263000000.0,-37000000.0,1143000000.0,3.01,2.98,380000000.0,383900000.0,1519000000.0,1143000000.0,,,350000000.0,1941000000.0,,,,SYK
2023-09-30,3.0,4909000000.0,1751000000.0,3158000000.0,940000000.0,-71000000.0,692000000.0,1.82,1.8,379800000.0,384000000.0,1211000000.0,692000000.0,,,353000000.0,1701000000.0,,,,SYK
2023-06-30,2.0,4996000000.0,1815000000.0,3181000000.0,968000000.0,-69000000.0,738000000.0,1.95,1.93,379700000.0,383900000.0,1230000000.0,738000000.0,,,346000000.0,1706000000.0,,,,SYK
2023-03-31,1.0,4778000000.0,1762000000.0,3016000000.0,735000000.0,-56000000.0,592000000.0,1.56,1.54,379000000.0,383200000.0,992000000.0,592000000.0,,,339000000.0,1781000000.0,,,,SYK
2022-12-31,4.0,5202000000.0,1966000000.0,3236000000.0,1001000000.0,-240000000.0,563000000.0,1.48,1.47,378500000.0,382300000.0,1441000000.0,563000000.0,,,326000000.0,1751000000.0,,,,SYK
2023-12-31,4.0,9440000000.0,6201000000.0,3239000000.0,1583000000.0,45000000.0,1248000000.0,,,,,1992000000.0,1277000000.0,15000000.0,,360000000.0,1296000000.0,,80000000.0,202000000.0,HON
2023-09-30,3.0,9212000000.0,5670000000.0,3542000000.0,1926000000.0,158000000.0,1515000000.0,2.29,2.27,662400000.0,667000000.0,2481000000.0,1486000000.0,-1000000.0,,364000000.0,1252000000.0,,89000000.0,206000000.0,HON
2023-06-30,2.0,9146000000.0,5626000000.0,3520000000.0,1883000000.0,132000000.0,1501000000.0,2.24,2.22,665300000.0,670200000.0,2406000000.0,1501000000.0,-14000000.0,,375000000.0,1262000000.0,,76000000.0,187000000.0,HON
2023-03-31,1.0,8864000000.0,5498000000.0,3366000000.0,1692000000.0,184000000.0,1408000000.0,2.09,2.07,667800000.0,673000000.0,2233000000.0,1408000000.0,-14000000.0,,357000000.0,1317000000.0,,76000000.0,170000000.0,HON
2022-12-31,4.0,9186000000.0,6124000000.0,3062000000.0,1813000000.0,-541000000.0,1021000000.0,1.52,1.51,670600000.0,676500000.0,1970000000.0,1021000000.0,-2000000.0,,,1249000000.0,,61000000.0,144000000.0,HON
2023-12-31,2.0,3758259000.0,2000804000.0,1757455000.0,1058900000.0,16869000.0,954266000.0,7.25,7.22,131629000.0,132220000.0,1226561000.0,954266000.0,,,469712000.0,228843000.0,,57595000.0,46313000.0,LRCX
2023-09-30,1.0,3482062000.0,1827360000.0,1654702000.0,1025050000.0,-10653000.0,887398000.0,6.69,6.66,132584000.0,133166000.0,1162192000.0,887398000.0,,,422629000.0,207023000.0,,56564000.0,45331000.0,LRCX
2023-06-30,4.0,3207257000.0,1749128000.0,1458129000.0,856347000.0,-2029000.0,802537000.0,5.99,5.97,134052000.0,134392000.0,999759000.0,802537000.0,,,401951000.0,199831000.0,,55829000.0,46532000.0,LRCX
2023-03-31,3.0,3869569000.0,2263957000.0,1605612000.0,982661000.0,-38496000.0,814008000.0,6.03,6.01,134924000.0,135395000.0,1123729000.0,814008000.0,,,429451000.0,193500000.0,,41974000.0,47217000.0,LRCX
2022-12-31,2.0,5277569000.0,2901220000.0,2376349000.0,1680162000.0,-7698000.0,1468507000.0,10.8,10.77,136018000.0,136339000.0,1794117000.0,1468507000.0,,,462385000.0,233802000.0,,26125000.0,46661000.0,LRCX
2023-12-31,4.0,11318000000.0,,,,,2008000000.0,5.52,5.48,335700000.0,340900000.0,,2008000000.0,,,,3777000000.0,,,,GS
2023-09-30,3.0,11817000000.0,,,,,2058000000.0,5.52,5.47,338700000.0,343900000.0,,2058000000.0,,,,4324000000.0,,,,GS
2023-06-30,2.0,10895000000.0,,,,,1216000000.0,3.09,3.08,342300000.0,347200000.0,,1216000000.0,,,,3765000000.0,,,,GS
2023-03-31,1.0,12224000000.0,,,,,3234000000.0,8.87,8.79,346600000.0,351300000.0,,3234000000.0,,,,4262000000.0,,,,GS
2022-12-31,4.0,10593000000.0,,,,,1326000000.0,3.35,3.32,349500000.0,356700000.0,,1326000000.0,,,,3980000000.0,,,,GS
2023-12-31,4.0,24917000000.0,20098000000.0,4819000000.0,2477000000.0,-207000000.0,1605000000.0,,,,,3344000000.0,1605000000.0,,,,,2342000000.0,,207000000.0,UPS
2023-09-30,3.0,21061000000.0,17815000000.0,3246000000.0,1343000000.0,124000000.0,1127000000.0,1.31,1.31,857000000.0,858000000.0,2180000000.0,1127000000.0,,,,,1903000000.0,,199000000.0,UPS
2023-06-30,2.0,22055000000.0,17428000000.0,4627000000.0,2780000000.0,131000000.0,2081000000.0,2.42,2.42,860000000.0,861000000.0,3608000000.0,2081000000.0,,,,,1847000000.0,,191000000.0,UPS
2023-03-31,1.0,22925000000.0,18386000000.0,4539000000.0,2541000000.0,169000000.0,1895000000.0,2.2,2.19,862000000.0,865000000.0,3375000000.0,1895000000.0,,,,,1998000000.0,,188000000.0,UPS
2022-12-31,4.0,27033000000.0,21342000000.0,5691000000.0,3195000000.0,1454000000.0,3453000000.0,3.98,3.96,867000000.0,871000000.0,4083000000.0,3453000000.0,,,,,2496000000.0,,182000000.0,UPS
2023-12-31,4.0,1889247000.0,487083000.0,1402164000.0,643841000.0,264990000.0,675884000.0,0.68,0.68,924605000.0,952399000.0,1348901000.0,675884000.0,-44948000.0,,,98309000.0,21668000.0,,151723000.0,PLD
2023-09-30,3.0,1914664000.0,500145000.0,1414519000.0,663494000.0,357943000.0,799141000.0,0.81,0.8,924395000.0,951908000.0,1376869000.0,799141000.0,-51514000.0,,,96673000.0,12342000.0,,181053000.0,PLD
2023-06-30,2.0,2450971000.0,538844000.0,1912127000.0,1202152000.0,306384000.0,1279491000.0,1.31,1.31,924191000.0,951706000.0,1874962000.0,1279491000.0,-63463000.0,,,95647000.0,12160000.0,,149818000.0,PLD
2023-03-31,1.0,1768587000.0,484263000.0,1284324000.0,574996000.0,91715000.0,498629000.0,0.5,0.5,923888000.0,951624000.0,1253131000.0,498629000.0,-34006000.0,,,99777000.0,7184000.0,,136000000.0,PLD
2022-12-31,4.0,1751592000.0,438830000.0,1312762000.0,602853000.0,155696000.0,620066000.0,0.64,0.63,919467000.0,946953000.0,1267477000.0,620066000.0,-32852000.0,,,85420000.0,12122000.0,,103662000.0,PLD
2023-12-31,3.0,1452950000000.0,,,,,391331000000.0,,,,,,,-20697000000.0,,,698537000000.0,,,,MUFG
2023-09-30,2.0,1481428000000.0,,,,,386610000000.0,,,,,,,-17717000000.0,,,719987000000.0,,,,MUFG
2023-06-30,1.0,1396152000000.0,,,,,575560000000.0,46.44,46.29,12023926078.0,12062842947.0,,,-17171000000.0,,,705048000000.0,,,,MUFG
2023-03-31,4.0,1328859000000.0,,,,,797475000000.0,,,12046435700.0,,,,-24155000000.0,,,763132000000.0,,,,MUFG
2022-12-31,3.0,1503286000000.0,,,,,129907000000.0,,,12197277838.0,,,,-17823000000.0,,,776790000000.0,,,,MUFG
2023-12-31,4.0,22018000000.0,19321000000.0,2697000000.0,281000000.0,310000000.0,-30000000.0,-0.04,-0.04,575000000.0,609500000.0,1070000000.0,-30000000.0,7000000.0,,881000000.0,1535000000.0,,,600000000.0,BA
2023-09-30,3.0,18104000000.0,16939000000.0,1165000000.0,-836000000.0,325000000.0,-1638000000.0,-2.7,-2.7,607200000.0,607200000.0,-72000000.0,-1638000000.0,2000000.0,,958000000.0,1043000000.0,,,589000000.0,BA
2023-06-30,2.0,19751000000.0,17812000000.0,1939000000.0,-144000000.0,365000000.0,-149000000.0,-0.25,-0.25,605200000.0,605200000.0,632000000.0,-149000000.0,,,797000000.0,1286000000.0,,,621000000.0,BA
2023-03-31,1.0,17921000000.0,15998000000.0,1923000000.0,-122000000.0,275000000.0,-425000000.0,-0.69,-0.69,602200000.0,602200000.0,637000000.0,-425000000.0,11000000.0,,741000000.0,1304000000.0,,,649000000.0,BA
2022-12-31,4.0,19980000000.0,18124000000.0,1856000000.0,-368000000.0,351000000.0,-663000000.0,-1.06,-1.06,598113208.0,598900000.0,470000000.0,-663000000.0,29000000.0,,794000000.0,1430000000.0,,,632000000.0,BA
2023-12-31,4.0,32022000000.0,13911000000.0,18111000000.0,5860000000.0,-1198000000.0,2582000000.0,0.3,0.3,7190000000.0,7191000000.0,10017000000.0,2582000000.0,-394000000.0,,,7485000000.0,,,1726000000.0,T
2023-09-30,3.0,30350000000.0,12054000000.0,18296000000.0,6386000000.0,256000000.0,3826000000.0,0.48,0.48,7185000000.0,7185000000.0,11951000000.0,3826000000.0,-331000000.0,,,7205000000.0,,,1662000000.0,T
2023-06-30,2.0,29917000000.0,11827000000.0,18090000000.0,6406000000.0,1367000000.0,4762000000.0,0.61,0.61,7180000000.0,7180000000.0,12448000000.0,4762000000.0,-273000000.0,,,7009000000.0,,,1608000000.0,T
2023-03-31,1.0,30139000000.0,12331000000.0,17808000000.0,6002000000.0,1473000000.0,4453000000.0,0.58,0.57,7168000000.0,7474000000.0,12106000000.0,4453000000.0,-225000000.0,,,7175000000.0,,,1708000000.0,T
2022-12-31,4.0,31343000000.0,13571000000.0,17772000000.0,5661000000.0,-27298000000.0,-23155000000.0,-3.2,-3.2,7157000000.0,7533000000.0,9711000000.0,-23120000000.0,-362000000.0,,,7516000000.0,,,1560000000.0,T
2023-12-31,4.0,4631000000.0,2323000000.0,2308000000.0,1644000000.0,206000000.0,1489000000.0,9.25,9.15,148700000.0,150200000.0,1914000000.0,1489000000.0,-114000000.0,,,626000000.0,,159000000.0,82000000.0,BLK
2023-09-30,3.0,4522000000.0,2300000000.0,2222000000.0,1634000000.0,117000000.0,1595000000.0,10.75,10.66,149200000.0,150500000.0,1881000000.0,1595000000.0,9000000.0,,,549000000.0,,139000000.0,82000000.0,BLK
2023-06-30,2.0,4463000000.0,2291000000.0,2172000000.0,1618000000.0,228000000.0,1423000000.0,9.13,9.06,149604642.0,150739213.0,1809000000.0,1423000000.0,-57000000.0,,,517000000.0,,89000000.0,69000000.0,BLK
2023-03-31,1.0,4243000000.0,2247000000.0,1996000000.0,1437000000.0,90000000.0,1169000000.0,7.72,7.64,149909343.0,151349829.0,1629000000.0,1169000000.0,-12000000.0,,,522000000.0,,86000000.0,59000000.0,BLK
